"file","anchor","origin","start_line","end_line","host_line","source_class","detector","excerpt","required_classes","registered_classes","registered_ids","covered"
"book/chapters/11-conditional-posterior-and-shrinkage.qmd","sec-ch11-ensemble","book/chapters/11-conditional-posterior-and-shrinkage.qmd",227,231,,"simulation","text:companion_simulation","@eq-underdisp-exact is worth reading slowly, because it converts an abstract worry into a number. At $\bar w = 0.5$ the histogram of posterior means has $\sqrt{0.5} = 71\%$ of the true standard deviation. At $\bar w = 0.9$ it has $95\%$. Th","simulation","simulation","CB-007",TRUE
"book/chapters/12-empirical-bayes-tradition.qmd","sec-ch12-deconvolution","book/chapters/12-empirical-bayes-tradition.qmd",206,211,,"irw_reliability","text:irw_reliability","For the Rasch model the known mechanism is $\hat\theta_p \approx \theta_p + \varepsilon_p$ with $\varepsilon_p$ of known variance $\operatorname{se}(\hat\theta_p)^2$, so the observed spread of ability estimates is the true distribution conv","irw_reliability","irw_reliability","CB-087",TRUE
"book/chapters/13-non-normality.qmd","sec-ch13-latent","book/chapters/13-non-normality.qmd",142,155,,"irw_shape","citation:lee_theta-nonnormality_2026","**Fitting a flexible $G$ and looking at it.** Empirical histogram, spline, Ramsay-curve and Davidian-curve estimation all recover a $G$ from the responses rather than from the scores, and a recovered $G$ that departs from normality is direc","irw_shape","irw_shape","CB-088",TRUE
"book/chapters/13-non-normality.qmd","sec-ch13-goal","book/chapters/13-non-normality.qmd",178,180,,"simulation","text:companion_simulation","Reviewer 1 asked what relaxing normality buys. The answer this book gives is that it depends entirely on what is being estimated, and the three predictions below are stated as predictions — they are the mechanism, and the companion simulati","simulation","simulation","CB-008",TRUE
"book/chapters/13-non-normality.qmd","sec-ch13-goal","book/chapters/13-non-normality.qmd",222,228,,"companion_generic","text:companion-volume-or-book","Two qualifications keep this evidence rather than proof. Their sampling model is Gaussian with known unit variances, not a Rasch model whose information varies with $\theta$ in the way @sec-ch07-information describes; and their estimator is","simulation OR case_study","simulation","CB-008",TRUE
"book/chapters/13-non-normality.qmd","sec-ch13-goal","book/chapters/13-non-normality.qmd",234,238,,"simulation","text:companion_simulation","The predictions are no longer only predictions. The companion simulation has since returned a verdict on each — direction confirmed for all three, the distribution effect where the mechanism put it, the individual effect with a quantified e","simulation","simulation","CB-008",TRUE
"book/chapters/13-non-normality.qmd","sec-ch13-sources","book/chapters/13-non-normality.qmd",264,270,,"irw_shape","citation:lee_theta-nonnormality_2026;text:warehouse_shape","The three goal-specific predictions in @sec-ch13-goal are this book's, follow from @eq-eap-shrinkage and @prp-underdispersion, and are labelled predictions rather than findings because the evidence for them is the companion simulation's, no","irw_shape","simulation | irw_shape","CB-009 | CB-089",TRUE
"book/chapters/13-non-normality.qmd","sec-ch13-sources","book/chapters/13-non-normality.qmd",264,270,,"simulation","text:companion_simulation","The three goal-specific predictions in @sec-ch13-goal are this book's, follow from @eq-eap-shrinkage and @prp-underdispersion, and are labelled predictions rather than findings because the evidence for them is the companion simulation's, no","simulation","simulation | irw_shape","CB-009 | CB-089",TRUE
"book/chapters/14-flexible-alternatives.qmd","sec-ch14-table","book/chapters/14-flexible-alternatives.qmd",180,188,,"irw_shape","citation:lee_theta-nonnormality_2026;text:warehouse_shape","How much the choice *within* the flexible family matters is now partly measured. On the 504 real datasets of the Warehouse shape study, an empirical-histogram estimate and its smoothed variant agree about whether a dataset sits beyond the .","irw_shape","irw_shape | simulation","CB-090 | CB-091",TRUE
"book/chapters/14-flexible-alternatives.qmd","sec-ch14-table","book/chapters/14-flexible-alternatives.qmd",190,196,,"companion_generic","text:companion-volume-or-book","That is the position the Dirichlet process occupies, and stating it this way is deliberately deflationary. It is not the only family that can represent a bimodal $G$, yield a posterior over $G$, or express uncertainty about complexity; Baye","simulation OR case_study","irw_shape | simulation","CB-090 | CB-091",TRUE
"book/chapters/14-flexible-alternatives.qmd","sec-ch14-sources","book/chapters/14-flexible-alternatives.qmd",226,231,,"irw_shape","citation:lee_theta-nonnormality_2026;text:warehouse_shape","The three-way separation in @sec-ch14-table — capacity, advance decision, posterior — is this book's organization of the literature and not a claim any of these authors makes; @fig-flexible-tree draws that organization and carries no analys","irw_shape","irw_shape","CB-092",TRUE
"book/chapters/15-dirichlet-process.qmd","sec-ch15-elicitation","book/chapters/15-dirichlet-process.qmd",263,283,,"simulation","text:companion_simulation","The sources differ in both target and method. Paganin et al. examine the induced mean and variance of $K_N$ and use different Gamma priors in their simulation and real-data analyses; they do not advocate one universal reproducibility prior.","simulation","simulation","CB-022",TRUE
"book/chapters/16-dpm-priors.qmd","sec-ch16-model","book/chapters/16-dpm-priors.qmd",66,76,,"simulation","citation:lee_simulation_2026;text:companion_simulation","Equivalently, in the CRP representation of @thm-crp, each person carries a cluster label $z_p$ with $\mathbf{z} \sim \mathrm{CRP}(\alpha, P)$ and $\theta_p \mid z_p \sim N(\tilde\mu_{z_p}, \tilde\sigma^2_{z_p})$. This is what the package ac","simulation","simulation","CB-023",TRUE
"book/chapters/16-dpm-priors.qmd","sec-ch16-tradeoffs","book/chapters/16-dpm-priors.qmd",293,293,,"simulation","text:companion_simulation","![A Dirichlet process mixture and a Gaussian Rasch model, both item-centred, fitted to one simulated dataset of 400 persons and 25 items with a bimodal generating $G$. **This figure is about representational capacity, in the same sense as @","simulation","simulation","CB-010 | CB-012",TRUE
"book/chapters/16-dpm-priors.qmd","sec-ch16-tradeoffs","book/chapters/16-dpm-priors.qmd",295,306,,"companion_generic","text:companion-volume-or-book","Two things about how that figure may be used. It is a **capacity** demonstration of the same kind as @fig-flexible-g — the Gaussian family cannot express two modes at any parameter value, and the DPM can — and it carries no performance clai","simulation OR case_study","simulation","CB-010 | CB-012",TRUE
"book/chapters/16-dpm-priors.qmd","sec-ch16-tradeoffs","book/chapters/16-dpm-priors.qmd",329,335,,"simulation","text:simulation_book|companion_simulation","The empirical size of those gains and costs belongs to the companion simulation book. This theory chapter therefore does not use a realized DPM fit as evidence for @prp-partial-id, does not compare a posterior occupied-cluster distribution ","simulation","simulation","CB-010 | CB-012",TRUE
"book/chapters/16-dpm-priors.qmd","sec-ch16-sources","book/chapters/16-dpm-priors.qmd",372,375,,"simulation","citation:lee_simulation_2026;text:companion_simulation","Karabatsos (2016) is not held and its identity remains unconfirmed; Hu et al. [-@hu_nonparametric_2020] is held but unread at a locator for this chapter. Nothing here depends on either. The truncation-guard count in @sec-ch16-model is the c","simulation","simulation","CB-040",TRUE
"book/chapters/17-three-goals.qmd","sec-ch17-incompatible","book/chapters/17-three-goals.qmd",233,245,,"simulation","text:companion_simulation","The third row is included to prevent the original error from returning: posterior expectations of the order statistics optimize a different ordered-location criterion, not Shen and Louis's ISEL. In this example the ISEL action is more sprea","simulation","simulation","CB-041",TRUE
"book/chapters/19-triple-goal.qmd","sec-ch19-limits","book/chapters/19-triple-goal.qmd",200,206,,"simulation","text:companion_simulation","Their simulations locate when this bites, and the answer is in this programme's own currency. ""When the data are quite informative, the GR estimates are quite robust to model misspecification… However, conclusions can be quite sensitive to ","simulation","simulation | case_study","CB-013 | CB-042",TRUE
"book/chapters/19-triple-goal.qmd","sec-ch19-limits","book/chapters/19-triple-goal.qmd",217,228,,"case_study","citation:lee_casestudy_2026;text:case_study_volume","A fourth condition has since arrived from the real-data side, and it concerns the rank step rather than the distribution step. Across the case-study volume's replicate pairs, GR estimates failed to reproduce within 0.10 SD of themselves on ","case_study","simulation | case_study","CB-013 | CB-042",TRUE
"book/chapters/19-triple-goal.qmd","sec-ch19-sources","book/chapters/19-triple-goal.qmd",264,269,,"case_study","citation:lee_casestudy_2026;text:case_study_volume","The reproducibility threshold in @sec-ch19-limits is the case-study volume's replicate-audit result, quoted at the counts and threshold it published [@lee_casestudy_2026] and taken up with its design in @sec-ch28. @fig-gr-pipeline is a seed","case_study","case_study","CB-043",TRUE
"book/chapters/20-ranking-and-classification.qmd","sec-ch20-classification","book/chapters/20-ranking-and-classification.qmd",171,186,,"case_study","citation:lee_casestudy_2026;text:case_study_volume","The error rate now has a measured floor, and it is worth stating because it reframes what ""sensitivity to method"" can even mean for selections. On the case-study volume's real tests, re-running the *identical* method at a different Monte Ca","case_study","case_study | simulation","CB-044 | CB-045",TRUE
"book/chapters/20-ranking-and-classification.qmd","sec-ch20-sources","book/chapters/20-ranking-and-classification.qmd",243,246,,"case_study","citation:lee_casestudy_2026;text:case_study_volume","The seed-floor percentages are the case-study volume's replicate measurement [@lee_casestudy_2026], quoted in its consequence vocabulary; the simulation's rank-flatness reading is @sec-ch27's, with its attribution caveats stated there. Both","case_study","case_study | simulation","CB-046 | CB-047",TRUE
"book/chapters/21-relation-to-lee-et-al.qmd","sec-ch21-not-claimed","book/chapters/21-relation-to-lee-et-al.qmd",253,258,,"simulation","text:companion_simulation","It does not claim that the prior-and-summary decision *reverses* with reliability as a finding of this work, or that assessments occupy a range beyond Lee et al.'s result. Lee et al. show a prior-choice reversal on integrated squared-error ","simulation","simulation","CB-015",TRUE
"book/chapters/21-relation-to-lee-et-al.qmd","sec-ch21-boundary","book/chapters/21-relation-to-lee-et-al.qmd",283,289,,"simulation","text:companion_simulation","This chapter compares problems, models, and warrants. It does not report what any simulation found — not this project's and not, beyond what is needed to state their published conclusions, Lee et al.'s. Whether a flexible prior earns its co","simulation","simulation","CB-016",TRUE
"book/chapters/23-open-problems.qmd","sec-ch23","book/chapters/23-open-problems.qmd",19,22,,"simulation","text:companion_simulation","Each entry says three things: what is actually known, what would settle it, and **whose problem it is**. That last distinction matters. Some of these are places where this book had the tools and did not do the work. Some belong to the compa","simulation","simulation | case_study","CB-017 | CB-093",TRUE
"book/chapters/23-open-problems.qmd","sec-ch23","book/chapters/23-open-problems.qmd",24,31,,"companion_pair","text:companion-volumes","A note for the reader of this edition: the **entries** in the ledger below are preserved in their first-edition state, because rewriting an open-problem record after the fact would launder it. The surrounding navigation is updated. Readers ","simulation | case_study","simulation | case_study","CB-017 | CB-093",TRUE
"book/chapters/23-open-problems.qmd","sec-ch23-boundary","book/chapters/23-open-problems.qmd",105,106,,"simulation","text:companion_simulation","Two questions in this book's neighbourhood belong to the companion simulation study, and saying so here is not evasion but the same boundary @sec-ch21 draws.","simulation","simulation","CB-018",TRUE
"book/chapters/24-discrimination-and-information.qmd","sec-ch24-budget","book/chapters/24-discrimination-and-information.qmd",89,99,,"simulation","citation:lee_simulation_2026;text:companion_simulation","The figure provides a mechanism with which to read, but not causally explain, a pattern in the companion simulation's design. At matched target reliability, the calibrated 2PL forms are consistently *shorter* than the Rasch forms: the reali","simulation","simulation","CB-024",TRUE
"book/chapters/24-discrimination-and-information.qmd","sec-ch24-scoring","book/chapters/24-discrimination-and-information.qmd",103,105,,"companion_pair","text:companion-volumes","The estimation consequences follow from @sec-ch06 without new machinery, but they are worth collecting, because each one turns into an empirical pattern in the companion volumes.","simulation | case_study","case_study | simulation","CB-048 | CB-094",TRUE
"book/chapters/24-discrimination-and-information.qmd","sec-ch24-scoring","book/chapters/24-discrimination-and-information.qmd",107,124,,"case_study","text:case_study_book","**The score is no longer the raw sum.** @prp-nosuff established that the 2PL's sufficient statistic for $\theta_p$ is the weighted score $\sum_i \lambda_i u_{pi}$ (@eq-2pl-score). Concentration therefore changes not just precision but *whic","case_study","case_study | simulation","CB-048 | CB-094",TRUE
"book/chapters/24-discrimination-and-information.qmd","sec-ch24-sources","book/chapters/24-discrimination-and-information.qmd",171,181,,"simulation","citation:lee_simulation_2026;text:companion_simulation","@fig-tif-concentration is computed for this chapter by exact quadrature under $G = N(0,1)$ with the two discrimination allocations described in its caption; the design is stylized and no empirical claim rests on it. Directly summing the plo","simulation","simulation | case_study","CB-025 | CB-049",TRUE
"book/chapters/24-discrimination-and-information.qmd","sec-ch24-sources","book/chapters/24-discrimination-and-information.qmd",183,189,,"case_study","citation:lee_casestudy_2026;text:case_study_volume","The cited case-study volume supplies the exploratory cut-score observation [@lee_casestudy_2026]. The bands-rather-than-exact-ties correction and its near-rank-reassignment interpretation instead belong to that volume's second-edition exter","case_study","simulation | case_study","CB-025 | CB-049",TRUE
"book/chapters/25-reliability-under-2pl.qmd","sec-ch25-real","book/chapters/25-reliability-under-2pl.qmd",71,79,,"case_study","citation:lee_casestudy_2026;text:case_study_volume","The case-study volume fitted every one of its thirteen Item Response Warehouse cases under both item models and placed two coefficients beside each other [@lee_casestudy_2026]. The first is `mirt::marginal_rxx` from the Gaussian `mirt` fit,","case_study","case_study | irw_reliability","CB-032 | CB-095",TRUE
"book/chapters/25-reliability-under-2pl.qmd","sec-ch25-real","book/chapters/25-reliability-under-2pl.qmd",160,170,,"irw_reliability","citation:lee_reliability-distribution_2026","The corpus-scale version of the same lesson comes from the reliability study of the Item Response Warehouse, whose complete analysis corpus contains 889 datasets. Across six estimators its reported pooled coefficients span .794 to .868, and","irw_reliability","case_study | irw_reliability","CB-032 | CB-095",TRUE
"book/chapters/25-reliability-under-2pl.qmd","sec-ch25-ladder","book/chapters/25-reliability-under-2pl.qmd",174,177,,"simulation","citation:lee_simulation_2026;text:simulation_volume","The evidence chapters read results off a design in which reliability is a manipulated factor, so this book must say precisely what the manipulation was. Two facts matter, and both are read from the simulation volume's frozen design tables r","simulation","simulation","CB-050",TRUE
"book/chapters/25-reliability-under-2pl.qmd","sec-ch25-ladder","book/chapters/25-reliability-under-2pl.qmd",204,218,,"simulation","citation:lee_simulation_2026;text:simulation_volume","The multipliers are not decoration: they range over roughly 0.79 to 1.09 across cells, and they are how the calibration hit its targets to within 0.003 at every tier. The consequence for interpretation is the one @sec-ch09-table2 already ta","simulation","simulation","CB-050",TRUE
"book/chapters/25-reliability-under-2pl.qmd","sec-ch25-sources","book/chapters/25-reliability-under-2pl.qmd",230,243,,"case_study","citation:lee_casestudy_2026","@tbl-rel-gaps and @fig-c4-reversal are read from the case-study analysis layer's frozen P1-T2 catalogue [@lee_casestudy_2026]. The citation names the second edition, which added no fits and recomputed no frozen values; this book reads the P","case_study","case_study | simulation | irw_reliability","CB-051 | CB-052 | CB-096",TRUE
"book/chapters/25-reliability-under-2pl.qmd","sec-ch25-sources","book/chapters/25-reliability-under-2pl.qmd",230,243,,"irw_reliability","citation:lee_reliability-distribution_2026;text:warehouse_reliability","@tbl-rel-gaps and @fig-c4-reversal are read from the case-study analysis layer's frozen P1-T2 catalogue [@lee_casestudy_2026]. The citation names the second edition, which added no fits and recomputed no frozen values; this book reads the P","irw_reliability","case_study | simulation | irw_reliability","CB-051 | CB-052 | CB-096",TRUE
"book/chapters/25-reliability-under-2pl.qmd","sec-ch25-sources","book/chapters/25-reliability-under-2pl.qmd",245,253,,"simulation","citation:lee_simulation_2026;text:simulation_volume","The ladder facts are the simulation volume's frozen rollup, surfaced here as @tbl-ladder-v2 with the same assertions [@lee_simulation_2026]; the correlation .98 and the variance inflation factor are that volume's own published diagnostics, ","simulation","case_study | simulation | irw_reliability","CB-051 | CB-052 | CB-096",TRUE
"book/chapters/26-identification-dpm-2pl.qmd","sec-ch26-limits","book/chapters/26-identification-dpm-2pl.qmd",177,188,,"simulation","citation:lee_simulation_2026;text:companion_simulation","The identification duties of the DPM itself are unchanged in kind from @sec-ch16. The base-measure warning of that chapter applies verbatim — centring $H_0$ does not centre $G$ — and now has a scale-side twin: dispersing $H_0$ does not set ","simulation","simulation","CB-036",TRUE
"book/chapters/26-identification-dpm-2pl.qmd","sec-ch26-cml","book/chapters/26-identification-dpm-2pl.qmd",192,205,,"case_study","citation:lee_casestudy_2026;text:case_study_volume","One consequence deserves restatement because it shapes what the companion volumes can and cannot test. @sec-ch05 organized item estimation by what each method assumes about $G$, with Rasch CML the unique corner assuming nothing. The 2PL has","case_study","case_study | simulation","CB-037 | CB-097",TRUE
"book/chapters/26-identification-dpm-2pl.qmd","sec-ch26-cml","book/chapters/26-identification-dpm-2pl.qmd",192,205,,"companion_pair","text:companion-volumes","One consequence deserves restatement because it shapes what the companion volumes can and cannot test. @sec-ch05 organized item estimation by what each method assumes about $G$, with Rasch CML the unique corner assuming nothing. The 2PL has","simulation | case_study","case_study | simulation","CB-037 | CB-097",TRUE
"book/chapters/26-identification-dpm-2pl.qmd","sec-ch26-sources","book/chapters/26-identification-dpm-2pl.qmd",230,236,,"case_study","citation:lee_casestudy_2026;text:case_study_volume","The truncation-guard and convergence facts are the simulation volume's frozen diagnostics, quoted as published [@lee_simulation_2026]; the shape-class instability across item models is the case-study volume's catalogue [@lee_casestudy_2026]","case_study","simulation | case_study","CB-057 | CB-058",TRUE
"book/chapters/26-identification-dpm-2pl.qmd","sec-ch26-sources","book/chapters/26-identification-dpm-2pl.qmd",230,236,,"simulation","citation:lee_simulation_2026;text:simulation_volume","The truncation-guard and convergence facts are the simulation volume's frozen diagnostics, quoted as published [@lee_simulation_2026]; the shape-class instability across item models is the case-study volume's catalogue [@lee_casestudy_2026]","simulation","simulation | case_study","CB-057 | CB-058",TRUE
"book/chapters/27-what-the-simulation-settled.qmd","sec-ch27","book/chapters/27-what-the-simulation-settled.qmd",9,22,,"simulation","citation:lee_simulation_2026;text:companion_simulation","The chapters before this one were written to be true whether or not the companion simulation was ever run, and Parts I through VIII keep that discipline. This chapter is the deliberate exception announced in the front matter. The simulation","simulation","simulation","CB-026",TRUE
